ID	official_symbol	virtual	kinase_function	phosphorylation_site
at4g36830	HOS3-1	normal	no	no
at4g36850	AT4G36850	normal	no	yes
at4g36870	BLH2	normal	no	yes
at4g36930	SPT	normal	no	no
at4g36990	HSF4	normal	no	yes
at4g37110	AT4G37110	normal	no	no
at4g37170	AT4G37170	normal	no	no
at4g37220	AT4G37220	normal	no	no
at4g37240	AT4G37240	normal	no	no
at4g37250	AT4G37250	normal	yes	no
at4g37330	CYP81D4	normal	no	no
at4g37370	CYP81D8	normal	no	no
at4g37445	AT4G37445	normal	no	no
at4g37450	AGP18	normal	no	no
at4g37460	SRFR1	normal	no	yes
at4g37490	CYCB1;1	normal	no	no
at4g37520	AT4G37520	normal	no	yes
at4g37530	AT4G37530	normal	no	no
at4g37540	LBD39	normal	no	no
at4g37630	CYCD5;1	normal	yes	yes
at4g37640	ACA2	normal	no	no
at4g37650	SHR	normal	no	no
at4g37680	HHP4	normal	no	no
at4g37770	ACS8	normal	no	no
at4g37780	MYB87	normal	no	no
at4g37870	PCK1	normal	no	yes
at4g37940	AGL21	normal	no	no
at4g38060	AT4G38060	normal	no	no
at4g38090	AT4G38090	normal	no	no
at4g38430	ROPGEF1	normal	no	no
at4g38440	AT4G38440	normal	no	no
at4g38550	AT4G38550	normal	no	yes
at4g38580	FP6	normal	no	yes
at4g38620	MYB4	normal	no	no
at4g38690	AT4G38690	normal	no	no
at4g38710	AT4G38710	normal	no	yes
at4g38770	PRP4	normal	no	no
at4g38800	MTN1	normal	no	yes
at4g38830	CRK26	normal	yes	yes
at4g38900	AT4G38900	normal	no	yes
at4g38960	AT4G38960	normal	no	no
at4g39030	EDS5	normal	no	no
at4g39050	AT4G39050	normal	no	yes
at4g39150	AT4G39150	normal	no	yes
at4g39200	AT4G39200	normal	no	no
at4g39270	AT4G39270	normal	yes	no
at4g39350	CESA2	normal	no	yes
at4g39400	BRI1	normal	yes	yes
at4g39410	WRKY13	normal	no	no
at4g39540	SK2	normal	yes	no
at4g39670	AT4G39670	normal	no	no
at4g39690	AT4G39690	normal	no	yes
at4g39800	MIPS1	normal	no	no
at4g39880	AT4G39880	normal	no	no
at4g39890	RABH1c	normal	no	no
at4g39940	AKN2	normal	yes	no
at4g39950	CYP79B2	normal	no	yes
at4g39980	DHS1	normal	no	no
at4g40045	AT4G40045	normal	no	no
at4g44070	at4g44070	normal	no	no
at5g01075	AT5G01075	normal	no	no
at5g01180	PTR5	normal	no	no
at5g01210	AT5G01210	normal	no	no
at5g01370	ACI1	normal	no	no
at5g01410	RSR4	normal	no	no
at5g01530	LHCB4.1	normal	no	yes
at5g01540	LECRKA4.1	normal	yes	no
at5g01550	LECRKA4.2	normal	yes	yes
at5g01630	BRCA2B	normal	no	yes
at5g01640	PRA1.B5	normal	no	no
at5g01670	AT5G01670	normal	no	no
at5g01690	CHX27	normal	no	yes
at5g01750	AT5G01750	normal	no	no
at5g01810	CIPK15	normal	yes	no
at5g01820	SR1	normal	yes	yes
at5g01840	OFP1	normal	no	no
at5g01890	AT5G01890	normal	yes	no
at5g01900	WRKY62	normal	no	no
at5g01950	AT5G01950	normal	no	yes
at5g01960	AT5G01960	normal	no	no
at5g02010	ROPGEF7	normal	no	yes
at5g02110	CYCD7;1	normal	yes	no
at5g02180	AT5G02180	normal	no	no
at5g02220	AT5G02220	normal	no	no
at5g02320	MYB3R-5	normal	no	no
at5g02470	DPA	normal	no	no
at5g02490	AT5G02490	normal	no	yes
at5g02500	HSC70-1	normal	no	yes
at5g02530	AT5G02530	normal	no	yes
at5g02560	HTA12	normal	no	no
at5g02620	ANK1	normal	no	yes
at5g02810	PRR7	normal	no	no
at5g02840	LCL1	normal	no	yes
at5g02870	AT5G02870	normal	no	yes
at5g03040	iqd2	normal	no	yes
at5g03180	AT5G03180	normal	no	no
at5g03200	AT5G03200	normal	no	no
at5g03280	EIN2	normal	no	yes
at5g03290	IDH-V	normal	no	no
at5g03320	AT5G03320	normal	yes	yes
at5g03340	AT5G03340	normal	no	no
at5g03345	AT5G03345	normal	no	no
at5g03410	at5g03410	normal	no	no
at5g03415	DPB	normal	no	no
at5g03500	AT5G03500	normal	no	no
at5g03540	EXO70A1	normal	no	no
at5g03545	AT4	normal	no	no
at5g03630	ATMDAR2	normal	no	yes
at5g03660	AT5G03660	normal	no	yes
at5g03700	AT5G03700	normal	no	yes
at5g03730	CTR1	normal	yes	yes
at5g03740	HD2C	normal	no	no
at5g03760	ATCSLA09	normal	no	no
at5g03860	MLS	normal	no	no
at5g03940	CPSRP54	normal	no	no
at5g03990	AT5G03990	normal	no	no
at5g04140	GLU1	normal	no	yes
at5g04160	AT5G04160	normal	no	no
at5g04190	PKS4	normal	no	yes
at5g04200	MC9	normal	no	yes
at5g04280	AT5G04280	normal	no	yes
at5g04340	ZAT6	normal	no	no
at5g04390	AT5G04390	normal	no	no
at5g04510	PDK1	normal	yes	yes
at5g04750	AT5G04750	normal	no	no
at5g04870	CPK1	normal	yes	yes
at5g04930	ALA1	normal	no	yes
at5g05080	UBC22	normal	no	no
at5g05090	AT5G05090	normal	no	yes
at5g05140	AT5G05140	normal	no	yes
at5g05170	CEV1	normal	no	yes
at5g05190	AT5G05190	normal	no	yes
at5g05270	AT5G05270	normal	no	yes
at5g05340	AT5G05340	normal	no	no
at5g05350	AT5G05350	normal	no	no
at5g05410	DREB2A	normal	no	no
at5g05440	PYL5	normal	no	yes
at5g05510	AT5G05510	normal	no	no
at5g05560	EMB2771	normal	no	yes
at5g05610	AL1	normal	no	yes
at5g05760	SYP31	normal	no	no
at5g05790	AT5G05790	normal	no	no
at5g05820	AT5G05820	normal	no	no
at5g05880	AT5G05880	normal	no	no
at5g05940	ROPGEF5	normal	no	yes
at5g06000	EIF3G2	normal	no	yes
at5g06060	AT5G06060	normal	no	no
at5g06100	MYB33	normal	no	no
at5g06110	AT5G06110	normal	no	yes
at5g06150	CYC1BAT	normal	no	no
at5g06160	ATO	normal	no	yes
at5g06190	AT5G06190	normal	no	no
at5g06320	NHL3	normal	no	no
at5g06510	NF-YA10	normal	no	yes
at5g06530	AT5G06530	normal	no	yes
at5g06570	AT5G06570	normal	no	no
at5g06600	UBP12	normal	no	no
at5g06680	SPC98	normal	no	no
at5g06710	HAT14	normal	no	yes
at5g06770	AT5G06770	normal	no	no
at5g06820	SRF2	normal	yes	no
at5g06870	PGIP2	normal	no	yes
at5g06950	AHBP-1B	normal	no	no
at5g06960	OBF5	normal	no	no
at5g06970	AT5G06970	normal	no	yes
at5g07000	ST2B	normal	no	yes
at5g07070	CIPK2	normal	yes	yes
at5g07090	AT5G07090	normal	no	no
at5g07110	PRA1.B6	normal	no	no
at5g07160	AT5G07160	normal	no	no
at5g07240	IQD24	normal	no	no
at5g07300	BON2	normal	no	no
at5g07475	AT5G07475	normal	no	no
at5g07490	AT5G07490	normal	no	no
at5g07830	GUS2	normal	no	yes
at5g07880	SNAP29	normal	no	no
at5g07990	TT7	normal	no	no
at5g08020	RPA70B	normal	no	no
at5g08050	AT5G08050	normal	no	yes
at5g08139	AT5G08139	normal	no	no
at5g08141	bZIP75	normal	no	no
at5g08330	AT5G08330	normal	no	no
at5g08520	AT5G08520	normal	no	yes
at5g08550	ILP1	normal	no	yes
at5g08640	FLS1	normal	no	no
at5g08650	AT5G08650	normal	no	yes
at5g09320	VPS9B	normal	no	yes
at5g09400	KUP7	normal	no	yes
at5g09470	DIC3	normal	no	no
at5g09480	AT5G09480	normal	no	no
at5g09590	MTHSC70-2	normal	no	yes
at5g09690	MGT7	normal	no	no
at5g09750	HEC3	normal	no	no
at5g09770	AT5G09770	normal	no	no
at5g09790	ATXR5	normal	no	no
at5g09810	ACT7	normal	no	no
at5g09870	CESA5	normal	no	yes
at5g10020	AT5G10020	normal	yes	yes
at5g10030	TGA4	normal	no	no
at5g10100	AT5G10100	normal	no	no
at5g10140	FLC	normal	no	no
at5g10160	AT5G10160	normal	no	no
at5g10190	AT5G10190	normal	no	no
at5g10290	AT5G10290	normal	no	yes
at5g10360	EMB3010	normal	no	yes
at5g10400	AT5G10400	normal	no	no
at5g10430	AGP4	normal	no	no
at5g10440	CYCD4;2	normal	yes	yes
at5g10450	GRF6	normal	no	no
at5g10470	KAC1	normal	no	yes
at5g10500	AT5G10500	normal	no	no
at5g10510	AIL6	normal	no	no
at5g10520	RBK1	normal	yes	no
at5g10530	AT5G10530	normal	yes	no
at5g10610	CYP81K1	normal	no	yes
at5g10800	AT5G10800	normal	no	yes
at5g10840	AT5G10840	normal	no	no
at5g10930	CIPK5	normal	yes	yes
at5g10940	AT5G10940	normal	no	yes
at5g11050	MYB64	normal	no	no
at5g11070	AT5G11070	normal	no	yes
at5g11090	AT5G11090	normal	no	no
at5g11160	APT5	normal	no	no
at5g11260	HY5	normal	no	yes
at5g11300	CYC3B	normal	no	no
at5g11420	AT5G11420	normal	no	no
at5g11510	MYB3R-4	normal	no	yes
at5g11580	AT5G11580	normal	no	yes
at5g11620	AT5G11620	normal	no	no
at5g11670	NADP-ME2	normal	no	yes
at5g11680	AT5G11680	normal	no	no
at5g11740	AGP15	normal	no	no
at5g11790	NDL2	normal	no	no
at5g11800	KEA6	normal	no	no
at5g11870	AT5G11870	normal	no	no
at5g11890	AT5G11890	normal	no	no
at5g11980	AT5G11980	normal	no	yes
at5g12200	PYD2	normal	no	no
at5g12250	TUB6	normal	no	yes
at5g12330	LRP1	normal	no	no
at5g12420	AT5G12420	normal	no	yes
at5g12480	CPK7	normal	no	no
at5g12860	DiT1	normal	no	yes
at5g12900	AT5G12900	normal	no	no
at5g13160	PBS1	normal	yes	yes
at5g13170	SAG29	normal	no	no
at5g13220	JAZ10	normal	no	no
at5g13280	AK-LYS1	normal	yes	yes
at5g13330	Rap2.6L	normal	no	no
at5g13400	AT5G13400	normal	no	no
at5g13490	AAC2	normal	no	no
at5g13530	KEG	normal	yes	yes
at5g13580	AT5G13580	normal	no	yes
at5g13630	GUN5	normal	no	yes
at5g13720	AT5G13720	normal	no	no
at5g13780	AT5G13780	normal	no	no
at5g13790	AGL15	normal	no	no
at5g13810	AT5G13810	normal	no	no
at5g13820	TBP1	normal	no	no
at5g13840	FZR3	normal	no	no
at5g13930	TT4	normal	no	yes
at5g14030	AT5G14030	normal	no	no
at5g14050	AT5G14050	normal	no	yes
at5g14170	CHC1	normal	no	yes
at5g14180	MPL1	normal	no	no
at5g14210	AT5G14210	normal	yes	no
at5g14240	AT5G14240	normal	no	yes
at5g14320	AT5G14320	normal	no	no
at5g14450	AT5G14450	normal	no	no
at5g14570	NRT2.7	normal	no	no
at5g14640	SK13	normal	yes	no
at5g14690	AT5G14690	normal	no	no
at5g14700	AT5G14700	normal	no	no
at5g14750	MYB66	normal	no	no
at5g14760	AO	normal	no	no
at5g14780	FDH	normal	no	no
at5g14910	AT5G14910	normal	no	yes
at5g14920	AT5G14920	normal	no	yes
at5g15080	AT5G15080	normal	no	no
at5g15210	HB30	normal	no	no
at5g15450	CLPB3	normal	no	no
at5g15460	MUB2	normal	no	no
at5g15500	AT5G15500	normal	no	no
at5g15510	AT5G15510	normal	no	no
at5g15600	SP1L4	normal	no	no
at5g15650	RGP2	normal	no	no
at5g15680	AT5G15680	normal	no	yes
at5g15710	AT5G15710	normal	no	yes
at5g15830	bZIP3	normal	no	no
at5g15840	CO	normal	no	no
at5g15880	AT5G15880	normal	no	no
at5g15980	AT5G15980	normal	no	yes
at5g16050	GRF5	normal	no	yes
at5g16150	PGLCT	normal	no	yes
at5g16250	AT5G16250	normal	no	yes
at5g16320	FRL1	normal	no	no
at5g16490	RIC4	normal	no	no
at5g16530	PIN5	normal	no	no
at5g16560	KAN	normal	no	no
at5g16590	LRR1	normal	yes	yes
at5g16690	ORC3	normal	no	yes
at5g16900	AT5G16900	normal	yes	no
at5g16970	AER	normal	no	no
at5g17010	AT5G17010	normal	no	yes
at5g17060	ARFB1B	normal	no	no
at5g17190	AT5G17190	normal	no	no
at5g17210	AT5G17210	normal	no	yes
at5g17300	RVE1	normal	no	no
at5g17420	IRX3	normal	no	no
at5g17490	RGL3	normal	no	no
at5g17690	TFL2	normal	no	yes
at5g17700	AT5G17700	normal	no	no
at5g17790	VAR3	normal	no	no
at5g17800	MYB56	normal	no	no
at5g17870	PSRP6	normal	no	no
at5g17990	TRP1	normal	no	no
at5g18100	CSD3	normal	no	yes
at5g18150	AT5G18150	normal	no	no
at5g18170	GDH1	normal	no	no
at5g18260	AT5G18260	normal	no	no
at5g18280	APY2	normal	no	yes
at5g18290	SIP1;2	normal	no	no
at5g18310	AT5G18310	normal	no	no
at5g18470	AT5G18470	normal	no	no
at5g18580	FASS	normal	no	no
at5g19010	MPK16	normal	yes	yes
at5g19060	AT5G19060	normal	no	no
at5g19080	AT5G19080	normal	no	no
at5g19130	AT5G19130	normal	no	no
at5g19280	KAPP	normal	no	yes
at5g19290	AT5G19290	normal	no	no
at5g19410	AT5G19410	normal	no	no
at5g19440	AT5G19440	normal	no	no
at5g19450	CDPK19	normal	no	yes
at5g19550	ASP2	normal	no	yes
at5g19560	ROPGEF10	normal	no	yes
at5g19570	AT5G19570	normal	no	no
at5g19620	OEP80	normal	no	no
at5g19660	S1P	normal	no	no
at5g19700	AT5G19700	normal	no	no
at5g19790	RAP2.11	normal	no	no
at5g19930	AT5G19930	normal	no	no
at5g19960	AT5G19960	normal	no	no
at5g19980	GONST4	normal	no	yes
at5g20010	RAN-1	normal	no	yes
at5g20030	AT5G20030	normal	no	no
at5g20045	AT5G20045	normal	no	no
at5g20050	AT5G20050	normal	yes	yes
at5g20090	AT5G20090	normal	no	no
at5g20150	SPX1	normal	no	no
at5g20230	BCB	normal	no	no
at5g20250	DIN10	normal	no	yes
at5g20270	HHP1	normal	no	no
at5g20400	AT5G20400	normal	no	no
at5g20520	WAV2	normal	no	no
at5g20730	NPH4	normal	no	no
at5g20740	AT5G20740	normal	no	no
at5g20790	AT5G20790	normal	no	no
at5g20810	AT5G20810	normal	no	yes
at5g20830	SUS1	normal	no	no
at5g20850	RAD51	normal	no	no
at5g20900	JAZ12	normal	no	yes
at5g20920	EIF2 BETA	normal	no	yes
at5g20960	AO1	normal	no	yes
at5g20990	B73	normal	no	no
at5g21100	AT5G21100	normal	no	no
at5g21274	CAM6	normal	no	no
at5g21920	YLMG2	normal	no	no
at5g21940	AT5G21940	normal	no	yes
at5g22220	E2F1	normal	no	yes
at5g22290	NAC089	normal	no	no
at5g22300	NIT4	normal	no	no
at5g22310	AT5G22310	normal	no	yes
at5g22330	RIN1	normal	no	no
at5g22570	WRKY38	normal	no	no
at5g22690	AT5G22690	normal	no	no
at5g22770	alpha-ADR	normal	no	yes
at5g22790	RER1	normal	no	no
at5g22880	HTB2	normal	no	no
at5g22900	CHX3	normal	no	no
at5g22910	CHX9	normal	no	no
at5g23120	HCF136	normal	no	no
at5g23200	AT5G23200	normal	no	yes
at5g23260	TT16	normal	no	no
at5g23270	STP11	normal	no	no
at5g23430	AT5G23430	normal	no	yes
at5g23450	LCBK1	normal	yes	yes
at5g23550	AT5G23550	normal	no	no
at5g23660	MTN3	normal	no	yes
at5g23810	AAP7	normal	no	no
at5g23820	AT5G23820	normal	no	yes
at5g23850	AT5G23850	normal	no	no
at5g23860	TUB8	normal	no	no
at5g23880	CPSF100	normal	no	yes
at5g23940	PEL3	normal	no	no
at5g24000	AT5G24000	normal	no	no
at5g24010	AT5G24010	normal	yes	yes
at5g24080	AT5G24080	normal	yes	no
at5g24130	AT5G24130	normal	no	no
at5g24150	SQP1	normal	no	yes
at5g24170	AT5G24170	normal	no	no
at5g24270	SOS3	normal	no	no
at5g24330	ATXR6	normal	no	yes
at5g24360	IRE1-1	normal	yes	yes
at5g24520	TTG1	normal	no	no
at5g24530	DMR6	normal	no	no
at5g24660	LSU2	normal	no	no
at5g24680	AT5G24680	normal	no	no
at5g24780	VSP1	normal	no	no
at5g24800	BZIP9	normal	no	no
at5g24810	AT5G24810	normal	no	no
at5g24920	GDU5	normal	no	no
at5g25060	AT5G25060	normal	no	yes
at5g25100	AT5G25100	normal	no	yes
at5g25170	AT5G25170	normal	no	no
at5g25220	KNAT3	normal	no	yes
at5g25260	AT5G25260	normal	no	no
at5g25350	EBF2	normal	no	no
at5g25380	CYCA2;1	normal	no	no
at5g25440	AT5G25440	normal	yes	no
at5g25460	AT5G25460	normal	no	no
at5g25490	AT5G25490	normal	no	no
at5g25540	CID6	normal	no	no
at5g25580	AT5G25580	normal	no	no
at5g25610	RD22	normal	no	no
at5g25752	RBL11	normal	no	no
at5g25770	AT5G25770	normal	no	no
at5g25900	GA3	normal	no	no
at5g25930	AT5G25930	normal	yes	yes
at5g25940	AT5G25940	normal	no	no
at5g25980	TGG2	normal	no	no
at5g26280	AT5G26280	normal	no	yes
at5g26340	MSS1	normal	no	yes
at5g26360	AT5G26360	normal	no	yes
at5g26790	AT5G26790	normal	no	no
at5g26860	LON1	normal	no	yes
at5g26870	at5g26870	normal	no	no
at5g26990	AT5G26990	normal	no	no
at5g27000	ATK4	normal	no	yes
at5g27030	TPR3	normal	no	yes
at5g27050	AGL101	normal	no	no
at5g27060	RLP53	normal	yes	no
at5g27070	AGL53	normal	no	no
at5g27100	GLR2.1	normal	no	no
at5g27210	AT5G27210	normal	no	yes
at5g27320	GID1C	normal	no	no
at5g27350	SFP1	normal	no	no
at5g27370	AT5G27370	normal	no	no
at5g27420	CNI1	normal	no	yes
at5g27490	AT5G27490	normal	no	no
at5g27600	LACS7	normal	no	no
at5g27620	CYCH;1	normal	yes	no
at5g27640	TIF3B1	normal	no	yes
at5g27760	AT5G27760	normal	no	no
at5g27810	AT5G27810	normal	no	no
at5g27840	TOPP8	normal	no	no
at5g27850	AT5G27850	normal	no	yes
at5g28540	BIP1	normal	no	yes
at5g28640	AN3	normal	no	yes
at5g28680	ANX2	normal	yes	no
at5g28770	BZO2H3	normal	no	no
at5g28890	AT5G28890	normal	no	no
at5g28900	AT5G28900	normal	no	no
at5g29000	AT5G29000	normal	no	no
at5g33280	AT5G33280	normal	no	no
at5g35330	MBD02	normal	no	yes
at5g35410	SOS2	normal	yes	yes
at5g35460	AT5G35460	normal	no	yes
at5g35550	TT2	normal	no	yes
at5g35630	GS2	normal	no	yes
at5g35750	HK2	normal	yes	yes
at5g35790	G6PD1	normal	no	yes
at5g35840	PHYC	normal	yes	no
at5g35870	AT5G35870	normal	no	no
at5g36120	CCB3	normal	no	no
at5g37040	AT5G37040	normal	no	no
at5g37050	AT5G37050	normal	no	no
at5g37060	CHX24	normal	no	no
at5g37260	RVE2	normal	no	yes
at5g37500	GORK	normal	no	yes
at5g37550	AT5G37550	normal	no	no
at5g37600	GSR 1	normal	no	yes
at5g37740	AT5G37740	normal	no	no
at5g37780	CAM1	normal	no	yes
at5g37810	NIP4;1	normal	no	no
at5g38210	AT5G38210	normal	yes	no
at5g38280	PR5K	normal	yes	no
at5g38410	AT5G38410	normal	no	yes
at5g38420	AT5G38420	normal	no	no
at5g38480	GRF3	normal	no	yes
at5g38530	TSBtype2	normal	no	no
at5g38560	AT5G38560	normal	yes	yes
at5g38650	AT5G38650	normal	no	no
at5g38660	APE1	normal	no	no
at5g38800	bZIP43	normal	no	no
at5g38900	AT5G38900	normal	no	no
at5g38970	BR6OX1	normal	no	no
at5g38990	AT5G38990	normal	yes	yes
at5g39020	AT5G39020	normal	yes	yes
at5g39040	TAP2	normal	no	no
at5g39340	AHP3	normal	yes	no
at5g39610	NAC6	normal	no	no
at5g39670	AT5G39670	normal	no	no
at5g39760	HB23	normal	no	no
at5g39790	AT5G39790	normal	no	no
at5g39810	AGL98	normal	no	no
at5g39950	TRX2	normal	no	no
at5g40020	AT5G40020	normal	no	no
at5g40120	AGL76	normal	no	no
at5g40170	RLP54	normal	yes	no
at5g40330	MYB23	normal	no	no
at5g40360	MYB115	normal	no	no
at5g40380	CRK42	normal	yes	no
at5g40390	SIP1	normal	no	yes
at5g40420	OLEO2	normal	no	yes
at5g40440	MKK3	normal	yes	no
at5g40540	AT5G40540	normal	yes	no
at5g40640	AT5G40640	normal	no	yes
at5g40670	AT5G40670	normal	no	no
at5g40730	AGP24	normal	no	no
at5g40890	CLC-A	normal	no	yes
at5g40990	GLIP1	normal	no	no
at5g41070	DRB5	normal	no	no
at5g41180	AT5G41180	normal	yes	no
at5g41190	AT5G41190	normal	no	no
at5g41200	AGL75	normal	no	no
at5g41260	AT5G41260	normal	yes	yes
at5g41315	GL3	normal	no	no
at5g41370	XPB1	normal	no	yes
at5g41410	BEL1	normal	no	yes
at5g41460	AT5G41460	normal	no	yes
at5g41500	AT5G41500	normal	no	no
at5g41520	AT5G41520	normal	no	no
at5g41600	BTI3	normal	no	yes
at5g41670	AT5G41670	normal	no	yes
at5g41700	UBC8	normal	no	no
at5g41800	AT5G41800	normal	no	yes
at5g41920	AT5G41920	normal	no	no
at5g41940	AT5G41940	normal	no	yes
at5g41990	WNK8	normal	yes	no
at5g42000	AT5G42000	normal	no	no
at5g42020	BIP2	normal	no	yes
at5g42050	AT5G42050	normal	no	no
at5g42070	AT5G42070	normal	no	yes
at5g42080	DL1	normal	no	yes
at5g42190	ASK2	normal	no	no
at5g42200	AT5G42200	normal	no	no
at5g42220	AT5G42220	normal	no	yes
at5g42300	UBL5	normal	no	yes
at5g42370	AT5G42370	normal	no	no
at5g42380	CML37	normal	no	yes
at5g42390	AT5G42390	normal	no	yes
at5g42440	AT5G42440	normal	yes	no
at5g42610	AT5G42610	normal	no	no
at5g42630	ATS	normal	no	no
at5g42800	DFR	normal	no	yes
at5g42940	AT5G42940	normal	no	no
at5g42970	COP8	normal	no	yes
at5g42980	TRX3	normal	no	no
at5g42990	UBC18	normal	no	no
at5g43080	CYCA3;1	normal	no	no
at5g43210	AT5G43210	normal	no	no
at5g43420	AT5G43420	normal	no	no
at5g43450	AT5G43450	normal	no	no
at5g43460	AT5G43460	normal	no	no
at5g43760	KCS20	normal	no	no
at5g43850	ARD4	normal	no	no
at5g43890	YUC5	normal	no	no
at5g44020	AT5G44020	normal	no	no
at5g44070	CAD1	normal	no	yes
at5g44100	ckl7	normal	yes	yes
at5g44210	ERF9	normal	no	no
at5g44260	AT5G44260	normal	no	no
at5g44290	AT5G44290	normal	no	yes
at5g44420	PDF1.2	normal	no	no
at5g44560	VPS2.2	normal	no	yes
at5g44580	AT5G44580	normal	no	no
at5g44650	CEST	normal	no	no
at5g44790	RAN1	normal	no	no
at5g44860	AT5G44860	normal	no	no
at5g44870	AT5G44870	normal	no	no
at5g45050	TTR1	normal	no	no
at5g45095	AT5G45095	normal	no	no
at5g45110	NPR3	normal	no	no
at5g45250	RPS4	normal	no	no
at5g45480	AT5G45480	normal	no	no
at5g45500	AT5G45500	normal	no	yes
at5g45670	AT5G45670	normal	no	no
at5g45770	RLP55	normal	no	yes
at5g45775	AT5G45775	normal	no	no
at5g45780	AT5G45780	normal	yes	no
at5g45800	MEE62	normal	yes	no
at5g45890	SAG12	normal	no	no
at5g46050	PTR3	normal	no	yes
at5g46240	KAT1	normal	no	no
at5g46250	AT5G46250	normal	no	no
at5g46310	AT5G46310	normal	no	yes
at5g46330	FLS2	normal	yes	yes
at5g46350	WRKY8	normal	no	yes
at5g46490	AT5G46490	normal	no	yes
at5g46690	bHLH071	normal	no	no
at5g46740	UBP21	normal	no	yes
at5g46750	AGD9	normal	no	yes
at5g46760	AT5G46760	normal	no	yes
at5g46780	AT5G46780	normal	no	no
at5g46790	PYL1	normal	no	no
at5g47070	AT5G47070	normal	yes	yes
at5g47100	CBL9	normal	no	no
at5g47180	AT5G47180	normal	no	no
at5g47220	ERF2	normal	no	no
at5g47230	ERF5	normal	no	no
at5g47370	HAT2	normal	no	no
at5g47390	AT5G47390	normal	no	no
at5g47410	at5g47410	normal	no	no
at5g47420	AT5G47420	normal	no	no
at5g47450	TIP2;3	normal	no	no
at5g47530	AT5G47530	normal	no	no
at5g47560	TDT	normal	no	no
at5g47610	AT5G47610	normal	no	no
at5g47640	NF-YB2	normal	no	no
at5g47660	AT5G47660	normal	no	no
at5g47670	NF-YB6	normal	no	no
at5g47750	D6PKL2	normal	yes	yes
at5g47780	GAUT4	normal	no	no
at5g47810	PFK2	normal	yes	no
at5g47910	RBOHD	normal	no	yes
at5g48150	PAT1	normal	no	no
at5g48170	SLY2	normal	no	no
at5g48360	AT5G48360	normal	no	no
at5g48380	BIR1	normal	yes	no
at5g48385	AT5G48385	normal	no	no
at5g48400	ATGLR1.2	normal	no	no
at5g48410	GLR1.3	normal	no	no
at5g48540	AT5G48540	normal	no	no
at5g48670	AGL80	normal	no	no
at5g48760	AT5G48760	normal	no	no
at5g48820	ICK6	normal	no	yes
at5g48930	HCT	normal	no	no
at5g48990	AT5G48990	normal	no	no
at5g49000	AT5G49000	normal	no	no
at5g49060	AT5G49060	normal	no	no
at5g49130	AT5G49130	normal	no	no
at5g49160	MET1	normal	no	yes
at5g49210	AT5G49210	normal	no	no
at5g49230	HRB1	normal	no	no
at5g49280	AT5G49280	normal	no	no
at5g49330	MYB111	normal	no	no
at5g49450	bZIP1	normal	no	no
at5g49460	ACLB-2	normal	no	yes
at5g49490	AGL83	normal	no	no
at5g49500	AT5G49500	normal	no	no
at5g49520	WRKY48	normal	no	no
at5g49540	AT5G49540	normal	no	yes
at5g49630	AAP6	normal	no	no
at5g49650	XK-2	normal	no	no
at5g49665	AT5G49665	normal	no	yes
at5g49760	AT5G49760	normal	yes	yes
at5g49770	AT5G49770	normal	yes	yes
at5g49890	CLC-C	normal	no	yes
at5g49950	AT5G49950	normal	no	no
at5g49990	AT5G49990	normal	no	no
at5g50090	AT5G50090	normal	no	no
at5g50200	WR3	normal	no	no
at5g50320	ELO3	normal	no	yes
at5g50335	AT5G50335	normal	no	no
at5g50440	MEMB12	normal	no	yes
at5g50480	NF-YC6	normal	no	no
at5g50520	AT5G50520	normal	no	no
at5g50740	AT5G50740	normal	no	no
at5g50840	AT5G50840	normal	no	yes
at5g50920	CLPC1	normal	no	no
at5g50950	FUM2	normal	no	no
at5g51020	CRL	normal	no	yes
at5g51060	RHD2	normal	no	yes
at5g51120	PABN1	normal	no	no
at5g51160	AT5G51160	normal	no	no
at5g51300	AT5G51300	normal	no	yes
at5g51450	RIN3	normal	no	no
at5g51560	AT5G51560	normal	yes	yes
at5g51570	AT5G51570	normal	no	no
at5g51600	PLE	normal	no	no
at5g51660	CPSF160	normal	no	yes
at5g51700	PBS2	normal	no	yes
at5g51850	AT5G51850	normal	no	no
at5g51890	AT5G51890	normal	no	no
at5g51910	AT5G51910	normal	no	no
at5g52010	AT5G52010	normal	no	no
at5g52050	AT5G52050	normal	no	no
at5g52120	PP2-A14	normal	no	no
at5g52240	MSBP1	normal	no	yes
at5g52260	MYB19	normal	no	no
at5g52320	CYP96A4	normal	no	no
at5g52420	AT5G52420	normal	no	no
at5g52550	AT5G52550	normal	no	no
at5g52600	MYB82	normal	no	no
at5g52650	AT5G52650	normal	no	no
at5g52750	AT5G52750	normal	no	no
at5g52760	AT5G52760	normal	no	no
at5g52830	WRKY27	normal	no	yes
at5g52860	AT5G52860	normal	no	no
at5g53060	AT5G53060	normal	no	no
at5g53130	CNGC1	normal	no	no
at5g53200	TRY	normal	no	no
at5g53210	SPCH	normal	no	no
at5g53280	PDV1	normal	no	no
at5g53300	UBC10	normal	no	no
at5g53390	AT5G53390	normal	no	yes
at5g53450	ORG1	normal	yes	yes
at5g53890	PSKR2	normal	no	yes
at5g54160	OMT1	normal	no	yes
at5g54230	MYB49	normal	no	no
at5g54430	PHOS32	normal	no	yes
at5g54490	PBP1	normal	no	no
at5g54640	RAT5	normal	no	no
at5g54800	GPT1	normal	no	yes
at5g54810	TSB1	normal	no	no
at5g54900	RBP45A	normal	no	yes
